symbol,exchange,yahoo_ticker,company_name,aliases,sector,isin,scrip_code,source
AXISBNKETF,NSE,AXISBNKETF.NS,Axisamc - Axisbnketf,AXISBNKETF|Axisamc - Axisbnketf,,INF846K01X63,1044,IIFL_SCRIPMASTER
AXISCETF,NSE,AXISCETF.NS,Axisamc - Axiscetf,AXISCETF|Axisamc - Axiscetf,,INF846K016C7,5732,IIFL_SCRIPMASTER
AXISHCETF,NSE,AXISHCETF.NS,Axisamc - Axishcetf,AXISHCETF|Axisamc - Axishcetf,,INF846K01Z12,3608,IIFL_SCRIPMASTER
AXISILVER,NSE,AXISILVER.NS,Axisamc - Axisilver,AXISILVER|Axisamc - Axisilver,,INF846K011K1,11193,IIFL_SCRIPMASTER
AXISNIFTY,NSE,AXISNIFTY.NS,Axisamc - Axisnifty,AXISNIFTY|Axisamc - Axisnifty,,INF846K01W98,21252,IIFL_SCRIPMASTER
AXISTECETF,NSE,AXISTECETF.NS,Axisamc - Axistecetf,AXISTECETF|Axisamc - Axistecetf,,INF846K01Y96,3010,IIFL_SCRIPMASTER
AXISVALUE,NSE,AXISVALUE.NS,Axisamc - Axisvalue,AXISVALUE|Axisamc - Axisvalue,,INF846KA1119,30155,IIFL_SCRIPMASTER
AXSENSEX,NSE,AXSENSEX.NS,Axisamc - Axsensex,AXSENSEX|Axisamc - Axsensex,,INF846K010Q0,14742,IIFL_SCRIPMASTER
AXISCADES,NSE,AXISCADES.NS,Axiscades Tech,AXISCADES|Axiscades Tech|Axiscades Tech Limited,,INE555B01013,9436,IIFL_SCRIPMASTER
AXITA,NSE,AXITA.NS,Axita Cotton,AXITA|Axita Cotton|Axita Cotton Limited,,INE02EZ01022,9902,IIFL_SCRIPMASTER
AYE,NSE,AYE.NS,Aye Finance,AYE|Aye Finance|Aye Finance Limited,,INE501X01029,760981,IIFL_SCRIPMASTER
AYMSYNTEX,NSE,AYMSYNTEX.NS,Aym Syntex,AYMSYNTEX|Aym Syntex|Aym Syntex Limited,,INE193B01039,10285,IIFL_SCRIPMASTER
AZAD,NSE,AZAD.NS,Azad Engineering,AZAD|Azad Engineering|Azad Engineering Limited,,INE02IJ01035,20905,IIFL_SCRIPMASTER
BNALTD,NSE,BNALTD.NS,B & A,B & A|B & A Limited|BNALTD,,INE489D01011,762613,IIFL_SCRIPMASTER
BBTCL,NSE,BBTCL.NS,B&B Triplewall Cont,B&B Triplewall Cont|B&B Triplewall Cont Limited|BBTCL,,INE01EE01011,12153,IIFL_SCRIPMASTER
BAGFILMS,NSE,BAGFILMS.NS,B.A.G Films and Media,B.A.G Films and Media|B.A.G Films and Media Limited|BAGFILMS,,INE116D01028,11226,IIFL_SCRIPMASTER
BLKASHYAP,NSE,BLKASHYAP.NS,B.L.Kashyap & Son,B.L.Kashyap & Son|B.L.Kashyap & Son Limited|BLKASHYAP,,INE350H01032,13290,IIFL_SCRIPMASTER
BAFNAPH,NSE,BAFNAPH.NS,Bafna Pharmaceuticals,BAFNAPH|Bafna Pharmaceuticals|Bafna Pharmaceuticals Limited,,INE878I01022,17742,IIFL_SCRIPMASTER
BAIDFIN,NSE,BAIDFIN.NS,Baid Finserv,BAIDFIN|Baid Finserv|Baid Finserv Limited,,INE020D01022,13794,IIFL_SCRIPMASTER
BAJAJ-AUTO,NSE,BAJAJ-AUTO.NS,Bajaj Auto,BAJAJ-AUTO|Bajaj Auto|Bajaj Auto Limited,,INE917I01010,16669,IIFL_SCRIPMASTER
BAJAJCON,NSE,BAJAJCON.NS,Bajaj Consumer Care,BAJAJCON|Bajaj Consumer Care|Bajaj Consumer Care Limited,,INE933K01021,19531,IIFL_SCRIPMASTER
BAJAJELEC,NSE,BAJAJELEC.NS,Bajaj Elect.,BAJAJELEC|Bajaj Elect.|Bajaj Elect.Limited,,INE193E01025,15034,IIFL_SCRIPMASTER
BAJFINANCE,NSE,BAJFINANCE.NS,Bajaj Finance,BAJFINANCE|Bajaj Finance|Bajaj Finance Limited,,INE296A01032,317,IIFL_SCRIPMASTER
BAJAJFINSV,NSE,BAJAJFINSV.NS,Bajaj Finserv,BAJAJFINSV|Bajaj Finserv|Bajaj Finserv Limited,,INE918I01026,16675,IIFL_SCRIPMASTER
BAJAJHCARE,NSE,BAJAJHCARE.NS,Bajaj Healthcare,BAJAJHCARE|Bajaj Healthcare|Bajaj Healthcare Limited,,INE411U01027,6863,IIFL_SCRIPMASTER
BAJAJHIND,NSE,BAJAJHIND.NS,Bajaj Hindusthan Sugar Lt,BAJAJHIND|Bajaj Hindusthan Sugar Lt,,INE306A01021,308,IIFL_SCRIPMASTER
BAJAJHLDNG,NSE,BAJAJHLDNG.NS,Bajaj Holdings & Invs,BAJAJHLDNG|Bajaj Holdings & Invs|Bajaj Holdings & Invs Limited,,INE118A01012,305,IIFL_SCRIPMASTER
BAJAJHFL,NSE,BAJAJHFL.NS,Bajaj Housing Finance,BAJAJHFL|Bajaj Housing Finance|Bajaj Housing Finance Limited,,INE377Y01014,25270,IIFL_SCRIPMASTER
BAJAJST,NSE,BAJAJST.NS,Bajaj Steel Inds.,BAJAJST|Bajaj Steel Inds.|Bajaj Steel Inds. Limited,,INE704G01024,762563,IIFL_SCRIPMASTER
BAJEL,NSE,BAJEL.NS,Bajel Projects,BAJEL|Bajel Projects|Bajel Projects Limited,,INE0KQN01018,20531,IIFL_SCRIPMASTER
BALPHARMA,NSE,BALPHARMA.NS,Bal Pharma,BALPHARMA|Bal Pharma|Bal Pharma Limited,,INE083D01012,13441,IIFL_SCRIPMASTER
BALAMINES,NSE,BALAMINES.NS,Balaji Amines,BALAMINES|Balaji Amines|Balaji Amines Limited,,INE050E01027,14501,IIFL_SCRIPMASTER
BALAJITELE,NSE,BALAJITELE.NS,Balaji Telefilms,BALAJITELE|Balaji Telefilms|Balaji Telefilms Limited.,,INE794B01026,9158,IIFL_SCRIPMASTER
BALKRISIND,NSE,BALKRISIND.NS,Balkrishna Ind.,BALKRISIND|Balkrishna Ind.|Balkrishna Ind. Limited,,INE787D01026,335,IIFL_SCRIPMASTER
BALKRISHNA,NSE,BALKRISHNA.NS,Balkrishna Paper Mills L,BALKRISHNA|Balkrishna Paper Mills L,,INE875R01011,10181,IIFL_SCRIPMASTER
BALMLAWRIE,NSE,BALMLAWRIE.NS,Balmer Lawrie & Co,BALMLAWRIE|Balmer Lawrie & Co|Balmer Lawrie & Co Limited,,INE164A01016,338,IIFL_SCRIPMASTER
BLIL,NSE,BLIL.NS,Balmer Lawrie Invsts. L,BLIL|Balmer Lawrie Invsts. L,,INE525F01025,762603,IIFL_SCRIPMASTER
BALRAMCHIN,NSE,BALRAMCHIN.NS,Balrampur Chini Mills,BALRAMCHIN|Balrampur Chini Mills|Balrampur Chini Mills Limited,,INE119A01028,341,IIFL_SCRIPMASTER
BALUFORGE,NSE,BALUFORGE.NS,Balu Forge Industries,BALUFORGE|Balu Forge Industries|Balu Forge Industries Limited,,INE011E01029,23607,IIFL_SCRIPMASTER
BANARBEADS,NSE,BANARBEADS.NS,Banaras Beads,BANARBEADS|Banaras Beads|Banaras Beads Limited,,INE655B01011,347,IIFL_SCRIPMASTER
BANCOINDIA,NSE,BANCOINDIA.NS,Banco Products (I),BANCOINDIA|Banco Products (I)|Banco Products (I) Limited,,INE213C01025,13880,IIFL_SCRIPMASTER
BANDHANBNK,NSE,BANDHANBNK.NS,Bandhan Bank,BANDHANBNK|Bandhan Bank|Bandhan Bank Limited,,INE545U01014,2263,IIFL_SCRIPMASTER
GOLDBND,NSE,GOLDBND.NS,Bandhanamc - Goldbnd,Bandhanamc - Goldbnd|GOLDBND,,INF194KB1KJ7,760325,IIFL_SCRIPMASTER
IDFNIFTYET,NSE,IDFNIFTYET.NS,Bandhanamc - Idfniftyet,Bandhanamc - Idfniftyet|IDFNIFTYET,,INF194KA1U07,18783,IIFL_SCRIPMASTER
SILVERBND,NSE,SILVERBND.NS,Bandhanamc - Silverbnd,Bandhanamc - Silverbnd|SILVERBND,,INF194KB1KI9,760328,IIFL_SCRIPMASTER
BANG,NSE,BANG.NS,Bang Overseas,BANG|Bang Overseas|Bang Overseas Limited,,INE863I01016,15303,IIFL_SCRIPMASTER
BANKBARODA,NSE,BANKBARODA.NS,Bank of Baroda,BANKBARODA|Bank of Baroda,,INE028A01039,4668,IIFL_SCRIPMASTER
BANKINDIA,NSE,BANKINDIA.NS,Bank of India,BANKINDIA|Bank of India,,INE084A01016,4745,IIFL_SCRIPMASTER
MAHABANK,NSE,MAHABANK.NS,Bank of Maharashtra,Bank of Maharashtra|MAHABANK,,INE457A01014,11377,IIFL_SCRIPMASTER
BASML,NSE,BASML.NS,Bannari Am Spin Mill,BASML|Bannari Am Spin Mill|Bannari Am Spin Mill Limited,,INE186H01022,12034,IIFL_SCRIPMASTER
BANARISUG,NSE,BANARISUG.NS,Bannari Amman Sugars,BANARISUG|Bannari Amman Sugars|Bannari Amman Sugars Limited,,INE459A01010,350,IIFL_SCRIPMASTER
BANSALWIRE,NSE,BANSALWIRE.NS,Bansal Wire Industries L,BANSALWIRE|Bansal Wire Industries L,,INE0B9K01025,24386,IIFL_SCRIPMASTER
BANSWRAS,NSE,BANSWRAS.NS,Banswara Syntex,BANSWRAS|Banswara Syntex|Banswara Syntex Limited,,INE629D01020,14511,IIFL_SCRIPMASTER
BVCL,NSE,BVCL.NS,Barak Valley Cem.,BVCL|Barak Valley Cem.|Barak Valley Cem. Limited,,INE139I01011,15073,IIFL_SCRIPMASTER
BBNPNBETF,NSE,BBNPNBETF.NS,Barodabnp - Bbnpnbetf,BBNPNBETF|Barodabnp - Bbnpnbetf,,INF251K01TL6,24117,IIFL_SCRIPMASTER
BBNPPGOLD,NSE,BBNPPGOLD.NS,Barodabnp - Bbnppgold,BBNPPGOLD|Barodabnp - Bbnppgold,,INF251K01SU9,20547,IIFL_SCRIPMASTER
ASMS,NSE,ASMS.NS,Bartronics India,ASMS|Bartronics India|Bartronics India Limited,,INE855F01042,14064,IIFL_SCRIPMASTER
BASF,NSE,BASF.NS,Basf India,BASF|Basf India|Basf India Limited,,INE373A01013,368,IIFL_SCRIPMASTER
BATAINDIA,NSE,BATAINDIA.NS,Bata India,BATAINDIA|Bata India|Bata India Limited,,INE176A01028,371,IIFL_SCRIPMASTER
BATLIBOI,NSE,BATLIBOI.NS,Batliboi,BATLIBOI|Batliboi|Batliboi Limited,,INE177C01022,762568,IIFL_SCRIPMASTER
BAYERCROP,NSE,BAYERCROP.NS,Bayer Cropscience,BAYERCROP|Bayer Cropscience|Bayer Cropscience Limited,,INE462A01022,17927,IIFL_SCRIPMASTER
BCLIND,NSE,BCLIND.NS,Bcl Industries,BCLIND|Bcl Industries|Bcl Industries Limited,,INE412G01024,2513,IIFL_SCRIPMASTER
BCPL,NSE,BCPL.NS,Bcpl Railway Infra,BCPL|Bcpl Railway Infra|Bcpl Railway Infra Limited,,INE00SW01015,761494,IIFL_SCRIPMASTER
BEARDSELL,NSE,BEARDSELL.NS,Beardsell,BEARDSELL|Beardsell|Beardsell Limited,,INE520H01022,17933,IIFL_SCRIPMASTER
BEDMUTHA,NSE,BEDMUTHA.NS,Bedmutha Indust,BEDMUTHA|Bedmutha Indust|Bedmutha Indust Limited,,INE844K01012,20196,IIFL_SCRIPMASTER
BEEKAY,NSE,BEEKAY.NS,Beekay Steel Inds.,BEEKAY|Beekay Steel Inds.|Beekay Steel Inds. Limited,,INE213D01015,762573,IIFL_SCRIPMASTER
BELLACASA,NSE,BELLACASA.NS,Bella Casa Fash and Ret L,BELLACASA|Bella Casa Fash and Ret L,,INE344T01014,757938,IIFL_SCRIPMASTER
BELRISE,NSE,BELRISE.NS,Belrise Industries,BELRISE|Belrise Industries|Belrise Industries Limited,,INE894V01022,757102,IIFL_SCRIPMASTER
BEML,NSE,BEML.NS,Beml,BEML|Beml|Beml Limited,,INE258A01024,395,IIFL_SCRIPMASTER
BLAL,NSE,BLAL.NS,Beml Land Assets,BLAL|Beml Land Assets|Beml Land Assets Limited,,INE0N7W01012,15067,IIFL_SCRIPMASTER
BENGALASM,NSE,BENGALASM.NS,Bengal & Assam Co.,BENGALASM|Bengal & Assam Co.|Bengal & Assam Co. Limited,,INE083K01017,762578,IIFL_SCRIPMASTER
BERGEPAINT,NSE,BERGEPAINT.NS,Berger Paints (I),BERGEPAINT|Berger Paints (I)|Berger Paints (I) Limited,,INE463A01038,404,IIFL_SCRIPMASTER
BESTAGRO,NSE,BESTAGRO.NS,Best Agrolife,BESTAGRO|Best Agrolife|Best Agrolife Limited,,INE052T01021,2306,IIFL_SCRIPMASTER
BETA,NSE,BETA.NS,Beta Drugs,BETA|Beta Drugs|Beta Drugs Limited,,INE351Y01019,759842,IIFL_SCRIPMASTER
BFINVEST,NSE,BFINVEST.NS,Bf Investment,BFINVEST|Bf Investment|Bf Investment Limited,,INE878K01010,21113,IIFL_SCRIPMASTER
BFUTILITIE,NSE,BFUTILITIE.NS,Bf UTIlities,BFUTILITIE|Bf UTIlities|Bf UTIlities Limited,,INE243D01012,14567,IIFL_SCRIPMASTER
BANKBETF,NSE,BANKBETF.NS,Bfam - Bankbetf,BANKBETF|Bfam - Bankbetf,,INF0QA701714,21986,IIFL_SCRIPMASTER
LIQUIDBETF,NSE,LIQUIDBETF.NS,Bfam - Liquidbetf,Bfam - Liquidbetf|LIQUIDBETF,,INF0QA701854,23915,IIFL_SCRIPMASTER
NIFTYBETF,NSE,NIFTYBETF.NS,Bfam - Niftybetf,Bfam - Niftybetf|NIFTYBETF,,INF0QA701722,21959,IIFL_SCRIPMASTER
BHAGERIA,NSE,BHAGERIA.NS,Bhageria Industries,BHAGERIA|Bhageria Industries|Bhageria Industries Limited,,INE354C01027,13400,IIFL_SCRIPMASTER
BHAGCHEM,NSE,BHAGCHEM.NS,Bhagiradha Chem & Inds L,BHAGCHEM|Bhagiradha Chem & Inds L,,INE414D01027,6164,IIFL_SCRIPMASTER
BEPL,NSE,BEPL.NS,Bhansali Eng. Polymers Lt,BEPL|Bhansali Eng. Polymers Lt,,INE922A01025,419,IIFL_SCRIPMASTER
BBL,NSE,BBL.NS,Bharat Bijlee,BBL|Bharat Bijlee|Bharat Bijlee Limited,,INE464A01036,13761,IIFL_SCRIPMASTER
BHARATCOAL,NSE,BHARATCOAL.NS,Bharat Coking Coal,BHARATCOAL|Bharat Coking Coal|Bharat Coking Coal Limited,,INE05XR01022,760726,IIFL_SCRIPMASTER
BDL,NSE,BDL.NS,Bharat Dynamics,BDL|Bharat Dynamics|Bharat Dynamics Limited,,INE171Z01026,2144,IIFL_SCRIPMASTER
BEL,NSE,BEL.NS,Bharat Electronics,BEL|Bharat Electronics|Bharat Electronics Limited,,INE263A01024,383,IIFL_SCRIPMASTER
BHARATFORG,NSE,BHARATFORG.NS,Bharat Forge,BHARATFORG|Bharat Forge|Bharat Forge Limited,,INE465A01025,422,IIFL_SCRIPMASTER
BHARATGEAR,NSE,BHARATGEAR.NS,Bharat Gears,BHARATGEAR|Bharat Gears|Bharat Gears Limited,,INE561C01019,426,IIFL_SCRIPMASTER
BPCL,NSE,BPCL.NS,Bharat Petroleum Corp Lt,BPCL|Bharat Petroleum Corp Lt,,INE029A01011,526,IIFL_SCRIPMASTER
BHARATRAS,NSE,BHARATRAS.NS,Bharat Rasayan,BHARATRAS|Bharat Rasayan|Bharat Rasayan Limited,,INE838B01021,3834,IIFL_SCRIPMASTER
BRNL,NSE,BRNL.NS,Bharat Road Network,BRNL|Bharat Road Network|Bharat Road Network Limited,,INE727S01012,21683,IIFL_SCRIPMASTER
BHARATSE,NSE,BHARATSE.NS,Bharat Seats,BHARATSE|Bharat Seats|Bharat Seats Limited,,INE415D01024,30244,IIFL_SCRIPMASTER
BHARATWIRE,NSE,BHARATWIRE.NS,Bharat Wire Ropes,BHARATWIRE|Bharat Wire Ropes|Bharat Wire Ropes Limited,,INE316L01019,16123,IIFL_SCRIPMASTER
BHARTIARTL,NSE,BHARTIARTL.NS,Bharti Airtel,BHARTIARTL|Bharti Airtel|Bharti Airtel Limited,,INE397D01024,10604,IIFL_SCRIPMASTER
BHARTIHEXA,NSE,BHARTIHEXA.NS,Bharti Hexacom,BHARTIHEXA|Bharti Hexacom|Bharti Hexacom Limited,,INE343G01021,23489,IIFL_SCRIPMASTER
BIL,NSE,BIL.NS,Bhartiya International,BIL|Bhartiya International,,INE828A01016,7848,IIFL_SCRIPMASTER
BHEL,NSE,BHEL.NS,Bhel,BHEL|Bhel,,INE257A01026,438,IIFL_SCRIPMASTER
BTTL,NSE,BTTL.NS,Bhilwara Technical Text L,BTTL|Bhilwara Technical Text L,,INE274K01012,762618,IIFL_SCRIPMASTER
BIGBLOC,NSE,BIGBLOC.NS,Bigbloc Construction,BIGBLOC|Bigbloc Construction|Bigbloc Construction Limited,,INE412U01025,18431,IIFL_SCRIPMASTER
BIKAJI,NSE,BIKAJI.NS,Bikaji Foods Intern,BIKAJI|Bikaji Foods Intern|Bikaji Foods Intern Limited,,INE00E101023,11966,IIFL_SCRIPMASTER
BI,NSE,BI.NS,Bilcare,BI|Bilcare|Bilcare Limited,,INE986A01012,762583,IIFL_SCRIPMASTER
GROWW,NSE,GROWW.NS,Billionbrains Garage Vn L,Billionbrains Garage Vn L|GROWW,,INE0HOQ01053,759806,IIFL_SCRIPMASTER
BIMETAL,NSE,BIMETAL.NS,Bimetal Bearings,BIMETAL|Bimetal Bearings|Bimetal Bearings Limited,,INE469A01019,762588,IIFL_SCRIPMASTER
BIOCON,NSE,BIOCON.NS,Biocon,BIOCON|Biocon|Biocon Limited.,,INE376G01013,11373,IIFL_SCRIPMASTER
BIOFILCHEM,NSE,BIOFILCHEM.NS,Biofil Chem & Pharma,BIOFILCHEM|Biofil Chem & Pharma|Biofil Chem & Pharma Limited,,INE829A01014,4136,IIFL_SCRIPMASTER
BIRLACORPN,NSE,BIRLACORPN.NS,Birla,BIRLACORPN|Birla|Birla Corporation Limited,,INE340A01012,480,IIFL_SCRIPMASTER
BIRLAPREC,NSE,BIRLAPREC.NS,Birla Precision Tech L,BIRLAPREC|Birla Precision Tech L,,INE372E01025,762593,IIFL_SCRIPMASTER
BIRLANU,NSE,BIRLANU.NS,Birlanu,BIRLANU|Birlanu|Birlanu Limited,,INE557A01011,1455,IIFL_SCRIPMASTER
ABGSEC,NSE,ABGSEC.NS,Birlaslamc - Abgsec,ABGSEC|Birlaslamc - Abgsec,,INF209KC1134,24404,IIFL_SCRIPMASTER
ABSL10BANK,NSE,ABSL10BANK.NS,Birlaslamc - Absl10Bank,ABSL10BANK|Birlaslamc - Absl10Bank,,INF209KC1670,760247,IIFL_SCRIPMASTER
ABSLBANETF,NSE,ABSLBANETF.NS,Birlaslamc - Abslbanetf,ABSLBANETF|Birlaslamc - Abslbanetf,,INF209KB17D5,13987,IIFL_SCRIPMASTER
ABSLLIQUID,NSE,ABSLLIQUID.NS,Birlaslamc - Abslliquid,ABSLLIQUID|Birlaslamc - Abslliquid,,INF209KB18T9,14518,IIFL_SCRIPMASTER
ABSLMSCIN,NSE,ABSLMSCIN.NS,Birlaslamc - Abslmscin,ABSLMSCIN|Birlaslamc - Abslmscin,,INF209KC1662,761066,IIFL_SCRIPMASTER
ABSLNN50ET,NSE,ABSLNN50ET.NS,Birlaslamc - Abslnn50Et,ABSLNN50ET|Birlaslamc - Abslnn50Et,,INF209KB16D7,7339,IIFL_SCRIPMASTER
BSLSENETFG,NSE,BSLSENETFG.NS,Birlaslamc - Bslsenetfg,BSLSENETFG|Birlaslamc - Bslsenetfg,,INF209KB10E8,5957,IIFL_SCRIPMASTER
GSEC10ABSL,NSE,GSEC10ABSL.NS,Birlaslamc - Gsec10Absl,Birlaslamc - Gsec10Absl|GSEC10ABSL,,INF209KC1142,24847,IIFL_SCRIPMASTER
HEALTHY,NSE,HEALTHY.NS,Birlaslamc - Healthy,Birlaslamc - Healthy|HEALTHY,,INF209KB10C2,6297,IIFL_SCRIPMASTER
MOMENTUM,NSE,MOMENTUM.NS,Birlaslamc - Momentum,Birlaslamc - Momentum|MOMENTUM,,INF209KB14K7,10693,IIFL_SCRIPMASTER
NIFTYQLITY,NSE,NIFTYQLITY.NS,Birlaslamc - Niftyqlity,Birlaslamc - Niftyqlity|NIFTYQLITY,,INF209KB15K4,10690,IIFL_SCRIPMASTER
SILVER,NSE,SILVER.NS,Birlaslamc - Silver,Birlaslamc - Silver|SILVER,,INF209KB19F6,8003,IIFL_SCRIPMASTER
TECH,NSE,TECH.NS,Birlaslamc - Tech,Birlaslamc - Tech|TECH,,INF209KB11D8,6462,IIFL_SCRIPMASTER
ABSLPSE,NSE,ABSLPSE.NS,Birlaslamc-Abslpse,ABSLPSE|Birlaslamc-Abslpse,,INF209KB19Z4,23806,IIFL_SCRIPMASTER
BSOFT,NSE,BSOFT.NS,Birlasoft,BSOFT|Birlasoft|Birlasoft Limited,,INE836A01035,6994,IIFL_SCRIPMASTER
BBOX,NSE,BBOX.NS,Black Box,BBOX|Black Box|Black Box Limited,,INE676A01027,3435,IIFL_SCRIPMASTER
BLACKROSE,NSE,BLACKROSE.NS,Black Rose Inds.,BLACKROSE|Black Rose Inds.|Black Rose Inds. Limited,,INE761G01016,762598,IIFL_SCRIPMASTER
BLACKBUCK,NSE,BLACKBUCK.NS,Blackbuck,BLACKBUCK|Blackbuck|Blackbuck Limited,,INE0UIZ01018,27144,IIFL_SCRIPMASTER
BLISSGVS,NSE,BLISSGVS.NS,Bliss Gvs Pharma,BLISSGVS|Bliss Gvs Pharma|Bliss Gvs Pharma Limited,,INE416D01022,19265,IIFL_SCRIPMASTER
BLSE,NSE,BLSE.NS,Bls E-Services,BLSE|Bls E-Services|Bls E-Services Limited,,INE0NLT01010,22566,IIFL_SCRIPMASTER
BLS,NSE,BLS.NS,Bls Intl Servs,BLS|Bls Intl Servs|Bls Intl Servs Limited,,INE153T01027,17279,IIFL_SCRIPMASTER
BLUECHIP,NSE,BLUECHIP.NS,Blue Chip India,BLUECHIP|Blue Chip India|Blue Chip India Limited,,INE657B01025,4681,IIFL_SCRIPMASTER
BLUEDART,NSE,BLUEDART.NS,Blue Dart Express,BLUEDART|Blue Dart Express|Blue Dart Express Limited,,INE233B01017,495,IIFL_SCRIPMASTER
BLUEJET,NSE,BLUEJET.NS,Blue Jet Healthcare,BLUEJET|Blue Jet Healthcare|Blue Jet Healthcare Limited,,INE0KBH01020,19686,IIFL_SCRIPMASTER
BLUESTARCO,NSE,BLUESTARCO.NS,Blue Star,BLUESTARCO|Blue Star|Blue Star Limited,,INE472A01039,8311,IIFL_SCRIPMASTER
BLUESTONE,NSE,BLUESTONE.NS,Bluestone Jewel Lfstl,BLUESTONE|Bluestone Jewel Lfstl|Bluestone Jewel Lfstl Limited,,INE304W01038,759291,IIFL_SCRIPMASTER
BLUSPRING,NSE,BLUSPRING.NS,Bluspring Enterprises,BLUSPRING|Bluspring Enterprises|Bluspring Enterprises Limited,,INE0U4101014,757520,IIFL_SCRIPMASTER
